direction,SF,TF,logSF,logTF,cell1,cell2,cell3,cell1_spont,cell1_lessspont,cell1_norm,cell2_spont,cell2_lessspont,cell2_norm,cell3_spont,cell3_lessspont,cell3_norm
135,0.125,0.125,-3,-3,16.078,0,14.616,28.292,-12.214000000000002,-0.6127527216174184,2.9966,-2.9966,-0.13717932284704545,13.288,1.3279999999999994,0.018585383603437165
135,0.25,0.125,-2,-3,27.644,1.4586,7.2751,28.292,-0.6480000000000032,-0.03250890483118463,2.9966,-1.538,-0.07040706084854699,13.288,-6.0129,-0.08415064237131581
135,0.5,0.125,-1,-3,33.48,2.9113,18.922,28.292,5.187999999999995,0.26027191090151985,2.9966,-0.08529999999999971,-0.0039048909560344854,13.288,5.634,0.07884793013687127
135,1,0.125,0,-3,18.938,0,11.649,28.292,-9.354000000000003,-0.46927206140570926,2.9966,-2.9966,-0.13717932284704545,13.288,-1.6390000000000011,-0.02293783413104936
135,0.015754716981132073,0.5,-5.988072351863872,-1,8.7665,2.9164,23.38,28.292,-19.5255,-0.9795565143229821,2.9966,-0.08020000000000005,-0.0036714215084873033,13.288,10.091999999999999,0.14123771937190358
135,0.03150943396226415,0.5,-4.988072351863872,-1,29.243,4.3822,27.77,28.292,0.950999999999997,0.04770982792354372,2.9966,1.3856000000000002,0.06343044441596016,13.288,14.482,0.20267584739832617
135,0.06297169811320755,0.5,-3.9891526177630077,-1,35.048,4.3829,13.148,28.292,6.756,0.33893543370290474,2.9966,1.3863000000000003,0.06346248924209409,13.288,-0.14000000000000057,-0.0019593024883141678
135,0.125,0.5,-3,-1,20.47,5.8498,13.16,28.292,-7.822000000000003,-0.3924145888727238,2.9966,2.8532,0.13061471132189487,13.288,-0.1280000000000001,-0.0017913622750300906
135,0.25,0.5,-2,-1,13.123,1.4553,17.485,28.292,-15.169000000000002,-0.760999347815181,2.9966,-1.5413,-0.07055812931460693,13.288,4.196999999999999,0.05873708959610377
135,0.5,0.5,-1,-1,20.399,0,21.858,28.292,-7.893000000000001,-0.39597652134651085,2.9966,-2.9966,-0.13717932284704545,13.288,8.57,0.11993730232037393
135,1,0.5,0,-1,16.042,2.9131,16.036,28.292,-12.25,-0.6145587718858175,2.9966,-0.08349999999999991,-0.003822489974547248,13.288,2.748000000000001,0.038458308842052244
135,0.015754716981132073,2,-5.988072351863872,1,20.436,5.8454,20.439,28.292,-7.856000000000002,-0.39412030301510065,2.9966,2.8487999999999998,0.13041328670048158,13.288,7.151,0.10007837209953255
135,0.03150943396226415,2,-4.988072351863872,1,36.527,11.696,30.684,28.292,8.235,0.4131339988963026,2.9966,8.6994,0.3982439435278607,13.288,17.396,0.24345732919080806
135,0.06297169811320755,2,-3.9891526177630077,1,30.671,24.841,77.431,28.292,2.378999999999998,0.1193498219033762,2.9966,21.8444,1,13.288,64.143,0.8976824250566797
135,0.125,2,-3,1,48.225,8.7626,84.742,28.292,19.933,1,2.9966,5.766000000000001,0.2639578106974786,13.288,71.45400000000001,1
135,0.25,2,-2,1,32.04,4.3728,24.757,28.292,3.7479999999999976,0.1880299001655545,2.9966,1.3761999999999999,0.06300012817930453,13.288,11.469000000000001,0.16050885884625074
135,0.5,2,-1,1,13.116,5.8227,37.908,28.292,-15.176000000000002,-0.7613505242562586,2.9966,2.8261000000000003,0.12937411876728133,13.288,24.62,0.3445573375878187
135,1,2,0,1,18.932,4.3749,26.206,28.292,-9.360000000000003,-0.4695730697837758,2.9966,1.3783000000000003,0.06309626265770633,13.288,12.918,0.18078763960030225
135,0.015754716981132073,8,-5.988072351863872,3,14.615,2.9218,29.221,28.292,-13.677000000000001,-0.6861485978026389,2.9966,-0.07479999999999976,-0.0034242185640255512,13.288,15.933,0.22298261818792509
135,0.03150943396226415,8,-4.988072351863872,3,10.236,0,19.006,28.292,-18.056,-0.9058345457281894,2.9966,-2.9966,-0.13717932284704545,13.288,5.718,0.08002351162985977
135,0.06297169811320755,8,-3.9891526177630077,3,26.323,8.7738,36.539,28.292,-1.9690000000000012,-0.09878091606883065,2.9966,5.7772,0.26447052791562137,13.288,23.251,0.325398158255661
135,0.125,8,-3,3,26.312,8.7633,62.84,28.292,-1.9800000000000004,-0.09933276476195256,2.9966,5.766699999999999,0.2639898555236124,13.288,49.55200000000001,0.6934811207210233
135,0.25,8,-2,3,40.791,4.3612,14.573,28.292,12.498999999999995,0.627050619575578,2.9966,1.3646000000000003,0.06246909963194229,13.288,1.2850000000000001,0.017983597839169255
135,0.5,8,-1,3,14.565,4.3663,27.662,28.292,-13.727000000000002,-0.6886570009531933,2.9966,1.3697,0.06270256907948947,13.288,14.373999999999999,0.20116438547876953
135,1,8,0,3,14.569,1.4549,21.839,28.292,-13.723,-0.6884563287011489,2.9966,-1.5416999999999998,-0.07057644064382633,13.288,8.550999999999998,0.11967139698267414
135,0.015754716981132073,16,-5.988072351863872,4,33.64,1.4589,24.861,28.292,5.347999999999999,0.268298800983294,2.9966,-1.5376999999999998,-0.07039332735163245,13.288,11.573,0.16196434069471266
135,0.03150943396226415,16,-4.988072351863872,4,21.906,1.46,7.3014,28.292,-6.386000000000003,-0.32037325038880266,2.9966,-1.5366,-0.07034297119627914,13.288,-5.9866,-0.08378257340386822
135,0.06297169811320755,16,-3.9891526177630077,4,20.448,5.8458,20.451,28.292,-7.844000000000001,-0.3935182862589676,2.9966,2.8491999999999997,0.13043159802970097,13.288,7.163,0.10024631231281662
135,0.125,16,-3,4,11.686,2.9204,30.699,28.292,-16.606,-0.8330908543621132,2.9966,-0.07620000000000005,-0.0034883082162934227,13.288,17.411,0.24366725445741316
135,0.25,16,-2,4,39.394,10.198,42.269,28.292,11.101999999999997,0.5569658355490893,2.9966,7.2014000000000005,0.32966801560125253,13.288,28.980999999999998,0.40558961009880473
135,0.5,16,-1,4,18.938,0,36.422,28.292,-9.354000000000003,-0.46927206140570926,2.9966,-2.9966,-0.13717932284704545,13.288,23.133999999999997,0.32376074117614123
135,1,16,0,4,11.671,2.9113,23.335,28.292,-16.621000000000002,-0.8338433753072795,2.9966,-0.08529999999999971,-0.0039048909560344854,13.288,10.047,0.14060794357208833
